Rumah Sakit,Reviewer,Waktu,Rating,Ulasan
Mayapada Hospital Tangerang (MHTG),Nurul Hidayah,5 bulan lalu,5.0,"setelah orang tua pensiun jaminan kesehatan beralih ke BPJS, Alhamdulillah pelayanan BPJS di RS mayapada ini sangat welcome dari mulai pintu masuk ambil antrian sampai Konsul ke dokternya"
Mayapada Hospital Tangerang (MHTG),Camelia Ocktavia,3 bulan lalu,5.0,"Pengalaman saya dirawat di rumah sakit ini puas mulai dari dokter, perawat, tim medis di ruang operasi, sampai administrasi. …"
Mayapada Hospital Tangerang (MHTG),alsa regita,2 bulan lalu,5.0,"Dokter noviyanti spog knp cuti nya lma bgt ya huhu, pdhl mau konsultasi hamil anak ke 2 karna terakhir sc sm dokter novi udh cocok bgt kebukti anak pertama ku aktif sekali krna vitamin yg dok novi kasi bagus bgt waktu hamil. Semoga cepet dinas di mayapda lg ya dok biar ga bingung konsultasi ke siapa🫠 …"
Mayapada Hospital Tangerang (MHTG),Yuni Veozyan,3 bulan lalu,5.0,"Ayah saya dirawat di ICCU bberapa hari pelayanannya bagus dan perwat dan dokternya juga memberikan penjelasan yang mudah difahami, semuanya ramah dan sigap membuat pasien dan keluarga merasa nyaman dan tenang. Thankyouu semuanyaa.."
Mayapada Hospital Tangerang (MHTG),Amanda Dyas Risky Aprilia,4 bulan lalu,5.0,"Pelayanan ramah, walaupun pakai asuransi tapi semua gercep ga menunggu dalam waktu lama
Terima kasih Mayapada Hospital Tangerang"
Mayapada Hospital Tangerang (MHTG),khaliqa shabia,2 bulan lalu,4.0,Kedua anak saya dirawat di Mayapada Tangerang 6 hari karena kemarin saturasi sempat rendah. Batuk parah. Alhamdulillah sekarang sudah membaik. Disini Pelayanan nya sangat baik. Suster-suster lantai 4 very helfull. Sayangnya bednya bukan …
Mayapada Hospital Tangerang (MHTG),Mave John,7 bulan lalu,5.0,"Pelayanan yang bagus dari dokter maupun perawat perawat nya, ramah, tampil dan baik, semoga selalu terjaga dan semakin baik kedepan"
Mayapada Hospital Tangerang (MHTG),Alia Rz,2 bulan lalu,5.0,"Kebetulan hari ini aku mau cek kandungan,pas daftar ternyata dr langganan aku dr anak sebelumnya sampai kehamilan ini dr novy katanya sedang cuti, sayang sekali padahal aku udah cocok banget, informatif dan bikin nyaman spt besti,knp cutinya lama sekalidokc,dede bayi pengen di cek bu doktel"
Mayapada Hospital Tangerang (MHTG),Humaira Collection,2 bulan lalu,5.0,Sudah bertahun-tahun Mayapada Hospital Tangerang menjadi Rumah Sakit Tujuan utama kami ketika sakit dan perlu penanganan dokter. Tidak pernah mengecewakan sama sekali dan semua pihak bekerja dan memberikan pelayanan dengan sangat baik.
Mayapada Hospital Tangerang (MHTG),Ruri Kamal,3 bulan lalu,5.0,"Selama periksa di Mayapada saya dan keluarga sangat puas dengan pelayanan suster, dokter dan rumah sakitnya. …"
Mayapada Hospital Tangerang (MHTG),Risky Sintya,11 bulan lalu,5.0,"Selalu pilih Mayapada Hospital Tangerang kalau ada anggota keluarga yg sakit. Selain pelayanannya yg responsif dan ramah, Mayapada juga salah satu RS yg vibes nya “tdk seperti RS” banyak tenant resto dll. Suasana nya juga feel likes home. …"
Mayapada Hospital Tangerang (MHTG),Rivaldi,6 bulan lalu,5.0,"Pelayanan yang terbaik yang pernah saya rasakan ketika rawat inap, dokter dan susternya sangat helpful, ramah, dan baik. fasilitas yg diberikan juga yg terbaik 👍👍👍👍👍 …"
Mayapada Hospital Tangerang (MHTG),jessie gunawan,2 bulan lalu,5.0,"Dokter Jo bagian gastro ok banget. Perawat bagian rawar inap gedung 2 lantai 3 bagus banget, saya minta cepet di bantuin. Trus selalu di cek. Makasih…"
Mayapada Hospital Tangerang (MHTG),Fransisca Deborah,6 bulan lalu,5.0,"Pelayanan sangat baik dan overall bagus semua dari Dokter.perawat,hingga karywan yg lain. Luar biasaaa"
Mayapada Hospital Tangerang (MHTG),lisana Sidqi,4 bulan lalu,5.0,"6 hari dirawat di gedung 3 lt5 semua perawatnya super baik dan sigap
Selalu puas sama pelayanan nya"
Mayapada Hospital Tangerang (MHTG),Edah Runengsih,4 bulan lalu,5.0,saya datang untuk mendapatkan 2nd opinion dari Dr Noviyantie salah satu dokter kandungan di mayapada. Karena 2 minggu lalu saya sudah USG di salah satu private hospital di Malaysia yang menyatakan bahwa kemungkinan besar saya mengalami …
Mayapada Hospital Tangerang (MHTG),Myiesha Ayu Nafeeza,7 bulan lalu,5.0,"- pelayanan nya sangat baik, dan cepat
- dokter dan perawatnya wangi, ramah dan baik hati
- kamar dan toilet yg nyaman dan bersih
- makanan nya enak"
Mayapada Hospital Tangerang (MHTG),Va Ivanka,7 bulan lalu,5.0,"sy bawa mm sy ke IGD Mayapada, mungkin karena pakai BPJS, perawatnya bilang mm saya stabil padahal belum melakukan pemeriksaan, sampai disuruh pulang :( tapi akhirnya setelah di periksa baru ketahuan dan langsung masuk ICCU. Meski begitu, terima kasih Mayapada."
Mayapada Hospital Tangerang (MHTG),Vamiga Michel,7 bulan lalu,5.0,"Rumah sakitnya secara keseluruhan sangat helpful, ruangan tempat dirawat bersih dan nyaman, tim dokter komunikatif, tim perawat jg cepat tanggap dan ramah, nurse di UGD sangat profesional"
Mayapada Hospital Tangerang (MHTG),Lutfi Septian Akbar,4 bulan lalu,5.0,RS sangat bersih dan Nyaman. Pelayanan juga baik
Mayapada Hospital Tangerang (MHTG),stevanny Office,3 bulan lalu,5.0,"Suami saya dirawat disini. Pelayanan bpjs disini sangat baik dan cekatan… dokter2 dan susternya baik. Pelayanan cepat dan sangat memperhatikan pasien.
Semuanya terbaik 👍👍👍 …"
Mayapada Hospital Tangerang (MHTG),MAGAZINE Official,5 bulan lalu,1.0,"Pelayanan terburukkkk bikin orang kapokkk ya kalian!!!
1. USG kehamilan dengan dokter Novi orang nya ngaret+gak profesional tiba² nge Cancle sesuka hati nya. mereka pikir lucu kali ya bikin orang nunggu Berjam jam. …"
Mayapada Hospital Tangerang (MHTG),Niken Kurnia Putri,setahun lalu,5.0,"saya sinar dan ct simulator di radioterapi mayapada , pelayanan sangat baik suster disini juga baik sekali 33x sinar rasanya seperti punya keluarga yg menyemangati saya terimakasih Ns mona, oci, dian dan admin maya, nabila, ajun yati dan kiki bahkan sampai kenal semua staff disini sukses selalu radioterapi mayapada"
Mayapada Hospital Tangerang (MHTG),Ratna Dewi Andini,2 bulan lalu,5.0,Perawatnya sigap - makanannya untuk ukuran makanan rumah sakit cukup enak - kamarnya bersih sprei setiap hari ganti - semua Karyawan baik Medis/Non Medis smuanya baik dan ramah. BEST !
Mayapada Hospital Tangerang (MHTG),Binar Penggalih,2 bulan lalu,5.0,"Ruang radioterapi super helpfull, semua staffnya ramah dan baik, terimakasih untuk pelayanannya"
Mayapada Hospital Tangerang (MHTG),Dby Satya,setahun lalu,5.0,"RS swasta yg berdiri lama tp pelayanannya bagus & cepat.
Gedung bagus, bersih, terang, adem & terus diperbaharui, ga bau obat kek RS² lain pd umumnya. …"
Mayapada Hospital Tangerang (MHTG),Tri Mubin,9 bulan lalu,5.0,"Untuk Perawatan Kebidanan RS Mayapada Tangerang,Saya ucapkan Terimakasih untuk layanannya Suster /perawat yang ramah, cepat dan empati kepada Pasien dan Keluarga Pasien. …"
Mayapada Hospital Tangerang (MHTG),Dwi Lestari,2 bulan lalu,5.0,"Pelayanannya ramah, dokter suster nya baik ,tadi mau kontrol kehamilan ke dr.Noviyanti Sp.Og info dari admin Mayapada dokter nya cuti panjang sedih bget rasanya, ,mau ke dokter lain bingung sama dokter siapa karena udah nyaman dan merasa …"
Mayapada Hospital Tangerang (MHTG),Anah,4 bulan lalu,5.0,"Pelayanan di RS Mayapada sangat baik dan sigap. Saya kontrol kehamilan sejak lepas IUD hingga usia 11 minggu. Saat terjadi perdarahan dan harus masuk IGD untuk kuretase darurat, tim medis menangani dengan cepat, profesional, dan penuh …"
Mayapada Hospital Tangerang (MHTG),Jeon Wonwoo,4 bulan lalu,5.0,"Sepupu saya, Kelvin, dirawat inap selama 4 hari di Mayapada Hospital Tangerang di bawah pengawasan dr. Marlyn. Selama masa perawatan, kami sangat puas dengan pelayanan yang diberikan. Dr. Marlyn sangat profesional, komunikatif, dan rutin …"
Mayapada Hospital Tangerang (MHTG),Nita,4 bulan lalu,1.0,"Baru tau ada dokter yg tdk mau melakukan tindakan untuk membantu pasiennya. Sudah 2 kali dikecewakan oleh unit obgyn di mayapada oleh dokter yg sama yaitu dr POJIANTO SPOG. Yg ke 1, saya ditolak utk suntik pamoreline olh dokter tersebut dan …"
Mayapada Hospital Tangerang (MHTG),Regina Wanda,9 bulan lalu,5.0,"Keren banget pemaparan dari dokter Alvin Pohan tentang penanganan cedera lutut. Benar2 banyak hal baru yg saya pelajari dan pastinya berguna buat saya, keluarga serta nasabah saya. Kemudian Mayapada bener2 THE BEST ! Memberikan fasilitas …"
Mayapada Hospital Tangerang (MHTG),nila gunardi,setahun lalu,5.0,"Pelayanan ramah mulai dari satpam , para nakes , dokter jaga , dokter spesialis sampe tukang kopi keliling di depan rs juga ramah heheheh …"
Mayapada Hospital Tangerang (MHTG),Tine djauharie,4 bulan lalu,5.0,"Semua staff baik dan cukup informatip.
Perawat sangat helpful dan melayani dengan sepenuh hati terutama Pak Puji yg mendampingi kami sampai pulang.. …"
Mayapada Hospital Tangerang (MHTG),Melin Jayden,4 bulan lalu,5.0,"Mau kasih bintang 10 ke RS Mayapada tangerang boleh gak? Udh langganan dsni lebih dr 10 tahun, dr mama ku, papa ku, adikku, anakku & diri sndri tiap sakit & harus rawat inap pasti pilih ke mayapada. Dari tower 1-2 lalu exten ke 3, dgr2 …"
Mayapada Hospital Tangerang (MHTG),Yunita Setiadharma,4 bulan lalu,5.0,"Semua nya ok, pelayanan ramah, suster helpful, info yg di berikan suster pun lengkap.
Just shocked sama dokter jaga sepertinya (pakai baju merah) datang and cek …"
Mayapada Hospital Tangerang (MHTG),Jiddah Rahmah,4 bulan lalu,5.0,"Pengalaman ranap kelas I 2d1n di Gedung 1 Lt.4 January 2026:

Pros: …"
Mayapada Hospital Tangerang (MHTG),adit,2 bulan lalu,5.0,Selama perawatan di Gedung 1 kamar 4015 selalu di layani dengan baik oleh para dokter dan semua perawat serta petugas lainnya yg bertugas sangat baik dan ramah serta dengan hati yang tulus. Terima kasih Mayapada Tangerang
Mayapada Hospital Tangerang (MHTG),fadhila nurul karima,2 bulan lalu,5.0,"Pelayanan di Ruangan 4 Dewasa Mayapada sangat baik, susternya ramah dan membantu. Selama ini konsultasi bersama dokter hendra. Dokternya penjelasannya bagus, jelas dan detail. Terima kasih RS Mayapada Tangerang."
Mayapada Hospital Tangerang (MHTG),Karenina Asha T.,3 bulan lalu,5.0,Memberikan pelayanan yg sangat baik saat rawat inap . Rasa aman dan nyaman juga terasa disini . Keramahan dari dokter dan perawat juga sangat memuaskan . pelayanan yang cepat dan tepat juga . terima kasih mayapada.
Mayapada Hospital Tangerang (MHTG),Zaim Ukhrawi,3 bulan lalu,5.0,"Pelayanan di RS Mayapada Tangerang sangat memuaskan. Dokter, perawat, bidan dan semua staff rumah sakit ramah dan baik. Kamar rawat inap juga bersih karena selalu ada pembersihan dan pembuangan sampah tiap beberapa jam. Semoga RS Mayapada semakin sukses lagi kedepannya."
Mayapada Hospital Tangerang (MHTG),fanny agustyn,4 bulan lalu,5.0,"Thank you dr Laurentz dan seluruh perawat di lt 4 yang telah merawat anak saya. Sebelumnya anak saya dapat misstreatment dari RS lain, namun disini kami dapat pelayanan yang baik sehingga anak saya bisa sembuh secara cepat. Suster disini …"
Mayapada Hospital Tangerang (MHTG),Hardi Hardi,2 bulan lalu,5.0,"Terimakasih kepada radioterapi atas pelayanan yg diberikan, terutama dr steven, sr mona, sr dian, sr ochi dan mba nabila. Sukses selalu radioterapi mhtg"
Mayapada Hospital Tangerang (MHTG),Budi Irawan,7 bulan lalu,5.0,"Pelayanan yang sangat bagus dari segi pelayanan medis dan dari segi fasilitas nya juga sangat bagus
Sangat rekomendasi untuk rumah sakit pilihan"
Mayapada Hospital Tangerang (MHTG),Ernih Tom,7 bulan lalu,5.0,saya berobat ke dr vinny sp. U penjelasanya sangat bagus dan perawatnya ramah nama perawatnya ns sisti
Mayapada Hospital Tangerang (MHTG),Indri agustiani,7 bulan lalu,5.0,"Pertama kali periksa kehamilan disni. Semua staff dan suster ramah, penjelasan dokter Novi juga sangat detail dan menenangkan. Thank u Mayapada"
Mayapada Hospital Tangerang (MHTG),Dina Anita,setahun lalu,5.0,"Rumah sakitnya bagus bgt, pelayanannya oke, sigap semua perawat sama dokternya. Apa apa sat set. Makasih banyak teruntuk dr. Alifi Maulidyan, Sp.BA(K) sudah oprasi anak saya. Sehat selalu dokter dan perawat perawat disana . 🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻 …"
Mayapada Hospital Tangerang (MHTG),Dewi Indahniansie,4 bulan lalu,5.0,"Saya dirawat 3hr dengan keluhan ISK yang sudah menyebar ke ginjal, dokter nya baik, menjelaskan dengan detail dan bagus sampai saya bisa sembuh. Terima kasih utk dr yudianti pangestu. Secara keseluruhan suster yg menjaga dan merawat jg baik dan cpt respon bila memerlukan bantuan. Terima kasih"
Mayapada Hospital Tangerang (MHTG),Erma Yunita,6 bulan lalu,5.0,"Kamar bersih, suster nya baik. Dirawat 9 hari dikamar 4055. Terima kasih, sehat selalu.."
Mayapada Hospital Tangerang (MHTG),ghina azka,3 bulan lalu,4.0,Hallo Kak.. Dokter novi spog cuti lama sekali yaa sampai 3 bulan? Tidak seperti biasanya.. biasaya tidak pernah selama ini. Ini cuti sampai 3 bulan🥲lama sekali. Mau kontrol kehamilan dibulan ini tp di info call center sedang cuti lama. …
Mayapada Hospital Tangerang (MHTG),Prisiella Tirta,3 bulan lalu,5.0,"RS MAYAPADA PELAYANAN SANGAT BAIK.
NOTED :
untuk DR anak Maryln sangat membantu untuk kesembuhan anak saya dan memberikan …"
Mayapada Hospital Tangerang (MHTG),Evy Susanti,3 bulan lalu,5.0,"Anak saya di rawat di ruangan anak, alhamdulillah perawat nya semua baik2, ramah2, gercep semua utk suster Yunis, suster Rini, tria, ambar. Semoga selalu sehat semua nya aamiin"
Mayapada Hospital Tangerang (MHTG),Rudiansyah,5 bulan lalu,5.0,"radioterapi mayapada tangerang paling the best,,,, susternya baik dan ramah"
Mayapada Hospital Tangerang (MHTG),Ulaa,3 bulan lalu,5.0,Istri saya menjalani rawat inap selama 4 hari di lantai 4 gedung 1 dengan perawatan yang pelayanan yang baik dari perawat maupun dokter. Perawat selalu standby 24 jam sehingga kami merasa secure terhadap segala kondisi karena selalu siap ditangani. Menu makanan juga enak dan sesuai kebutuhan gizi pasien.
Mayapada Hospital Tangerang (MHTG),Butterfly Tenergy,4 bulan lalu,5.0,"ruangan 1b kamar 1005.2 nyonya kasmiyati.. alhamdulillah selama dirawat disini ibu saya dilayani dengan sangat  baik, ruangan bersih dan nyaman. dokter, petugas dan semuanya sangat baik & kompeten. terima kasih banyak mayapada hospital tangerang 🤍❤️ …"
Mayapada Hospital Tangerang (MHTG),Zacorina Monica,5 bulan lalu,5.0,Pasien kamar 5006 (Rania phoenix) untuk pelayanan sangat sigap dan cepat membuat pasien betah dan penunggu pasien RS juga nyaman dan aman.makanan nya enak2 kamar mandi bersih. AC ruangan dingin bgt dan ketersedian sabun cuci tangan ada disetiap lorong dan sudut RS.perawat nya juga ramah2.terima kasih RS mayapada tanggerang
Mayapada Hospital Tangerang (MHTG),Ris _Suci,setahun lalu,5.0,Ke sini sdh yg ke sekian kalinya. Krn ponakan langganan dokter anak disini. Pelayanan nya sangat baik. RS yg mnrut sy nyaman. Vibe nya bukan RS yg seram. Tp RS yg nyaman. Apalgi klo pilih kelas VVIP. Ruang periksa anak jg sangat kids …
Mayapada Hospital Tangerang (MHTG),Kelvin Oktavianus,9 bulan lalu,5.0,"Awalnya mama cuma dikira kena tiroid waktu cek di klinik umum. Tapi karena kondisinya makin drop dan makin sering sesak, kita bawa ke rumah sakit ini. Ternyata setelah serangkaian pemeriksaan, hasilnya bukan tiroid, tapi lupus …"
Mayapada Hospital Tangerang (MHTG),Aan Setiani,3 bulan lalu,5.0,"Alhamdulillah untuk pelayanan di rs mayapada sngat baik dan ramah,dokter""nya baik²,ramah²,terkhususnya dr.yurita yg mmang slma ini baik banget dg anak saya,trmksih bnyak. Dan pngalamn bbrpa ank""sya di rawat jga pelayanan nya sngat baik. …"
Mayapada Hospital Tangerang (MHTG),Frindo Fernando,3 bulan lalu,5.0,"Istri saya dirawat sangat baik di RS ini dari pelayanan petugas kebersihan & makan, perawat dan Dokter serta fasilitas yang tersedia. Walaupun istri saya di kelas 1 tapi berasa diruangan VIP. Ini kesan yang baik buat saya dan istri terhadap rumah sakit."
Mayapada Hospital Tangerang (MHTG),Samini 28,3 bulan lalu,5.0,"Sebagai pasien, saya merasakan pelayanan yang sangat profesional dari perawat Mona di unit radioterapi. Setiap prosedur dijelaskan dengan jelas, dan suster Mona ini selalu sabar menjawab semua pertanyaan saya. Pelayanan penuh perhatian ini …"
Mayapada Hospital Tangerang (MHTG),Danny Nugraha,3 bulan lalu,5.0,"Radioterapi Mayapada Hospital Tangerang menghadirkan pelayanan yang profesional dengan sentuhan empati yang terasa nyata. Setiap proses dijalankan dengan komunikasi yang jelas, perhatian yang menenangkan, dan koordinasi tim yang baik. …"
Mayapada Hospital Tangerang (MHTG),Shireen Nayyara,7 bulan lalu,5.0,pelayanan rawat inap baik. terutama di gedung 3 lantai 5.  namun perlu ditingkatkan kecepatan pelayanan di IGD
Mayapada Hospital Tangerang (MHTG),Amy Apraystia,setahun lalu,5.0,"Rawat inap pake BPJS dapet pelayanan bintang 5. Dari petugas admin, satpam, cleaning service dan food service semua ramah dan mempermudah. Dokter dan suster baik, tanggap, penjelasannya detil. Makanannya juga enak. Semua hasil pemeriksaan lab, rontgen dikasih pas pulang. Terima kasih mayapada tangerang semoga selalu baik pelayanannya🫶🏻 …"
Mayapada Hospital Tangerang (MHTG),Haris Prastowo,4 bulan lalu,5.0,"Selama dirawat di rumah sakit ini saya merasa nyaman, mulai dari dokter dan perawat okee sigap mengatasi semua keluhan pasien, penanganan oke fasilitas lengkap ruangan kamar bersih dan untuk makanan pasien dari sarapan makan siang dan malam tepat waktu."
Mayapada Hospital Tangerang (MHTG),Fidia Ramadhani,9 bulan lalu,5.0,Mayapada Hospital Tangerang oke pelayanan dan saya cukup terbantu untuk rawat Inap di ruang kebidanan. Dgn sustersuter baik hati yg sudah membantu saya dalam pengobatan selama kehamilan saya. Serta dr Poji yg selalu memberikan pelayanan terbaik untuk menunjang operasi saya selama ini.
Mayapada Hospital Tangerang (MHTG),roudhotul anisa,3 bulan lalu,5.0,"Over ALL Good, Pelayanannya Bagus No Gercep, M. Azwan Firdaus usia 6 th 11 bln masuk RS Mayapada baru pertama kali, Azwan Masuk IGD tgl 18-2-26 jam 24.30 Langsung di handle team Dokter jaga dan perawat , Dr. Yose Muliawan Pangestu Sp.A. …"
Mayapada Hospital Tangerang (MHTG),Mak Sutil,4 bulan lalu,5.0,"Secara keseluruhan pelayanan yg diberikan oleh tim medis (perawat & dokter) bagus, sangat fokus dalam melayani pasien dan cepat tanggap. Perawat nya ramah², suka bercanda.
Fasilitas RS lengkap & baik."
Mayapada Hospital Tangerang (MHTG),Mega Taufani,4 bulan lalu,5.0,"Setelah operasi dan di rawat inap selama 7 hari, diruangan 4054 alhamdulillah hr ini
sy sdh di izin kan pulang. …"
Mayapada Hospital Tangerang (MHTG),dwi wardani,8 bulan lalu,5.0,"Pelayanan memuaskan, cepat dan tepat
Selalu memberikan informasi yg dapat di pahami
petugas baik dan ramah, tempat nya rapi dan bersih,"
Mayapada Hospital Tangerang (MHTG),General Affair TRSS,4 bulan lalu,5.0,"Pelayanan MCU petugasnya ramah, cepat dan sistematis. Ruangan juga nyaman dan sangat bersih. Mungkin perlu rekrut yang bisa berbahasa jepang untuk pendampingan orang jepang. Ruang tunggu MCU mungkin perlu tambahkan channel TV jepang"
